protein_a	protein_b	template_pdb	min_TM	involves_dark
P0A6F5	P0A6F9	5opx	0.710	0
P16520	P50150	8wcb	0.710	0
P38883	P49166	8fl2	0.710	0
P48159	Q7K0Y1	8v87	0.710	0
P50150	P62873	8wcb	0.710	0
P50150	P62879	8wcb	0.710	0
P50150	Q9HAV0	8wcb	0.710	0
Q01820	Q9NHX0	8h33	0.710	0
Q5TA45	Q9BQ15	8rbz	0.710	0
Q6P9B9	Q9BQ15	8rbz	0.710	0
Q7K0Y1	Q9W4M9	8v87	0.710	0
Q86B65	Q9VPM0	6k0b	0.710	1
D3Z291	J3QMI4	8rmm	0.710	0
O70566	P62962	8rty	0.710	0
O70566	Q9D6I3	8rty	0.710	0
O70566	Q9DAD6	8rty	0.710	0
O70566	Q9JJV2	8rty	0.710	0
O95391	Q9BZJ0	8c6j	0.710	0
P05317	P42847	4v6u	0.710	0
P09661	Q9BZJ0	8c6j	0.710	0
P38919	Q9BZJ0	8c6j	0.710	0
P62754	Q8VCY6	5wlc	0.710	1
P62849	Q8VCY6	5wlc	0.710	1
P97461	Q8VCY6	5wlc	0.710	1
Q15427	Q9BZJ0	8c6j	0.710	0
Q6ZWN5	Q8VCY6	5wlc	0.710	1
Q96E66	Q9BZJ0	8c6j	0.710	1
Q9BUQ8	Q9BZJ0	8c6j	0.710	0
Q9BZJ0	Q9Y5S9	8c6j	0.710	0
A0PK84	Q14AK4	6bms	0.710	0
B8JJD3	P62267	6zqf	0.710	0
P15042	P25772	4glw	0.710	0
P53973	Q06623	6z6o	0.710	0
P62267	Q8R5K4	6zqf	0.710	0
Q5BN46	Q5W041	9cpc	0.710	0
Q5BN46	Q9HAE3	9cpc	0.710	0
Q8K2Y7	Q99J25	6yxx	0.710	0
Q8R2R6	Q99J25	6yxx	0.710	0
O75570	Q9BYD2	8oir	0.710	0
P31802	P38684	1ys6	0.710	0
P38351	P89105	8j8p	0.710	0
P39086	Q8NC67	7f5b	0.710	1
P59470	Q3UAW9	5iya	0.710	1
P61255	Q9D0I8	4v6w	0.710	1
P62843	Q9D0I8	4v6w	0.710	1
P62858	Q9D0I8	4v6w	0.710	1
P67984	Q9D0I8	4v6w	0.710	1
P97461	Q9D0I8	4v6w	0.710	1
Q08J23	Q14137	8v87	0.710	0
Q14137	Q8TEA1	8v87	0.710	0
Q14137	Q99848	8v87	0.710	0
Q6ZWN5	Q9D0I8	4v6w	0.710	1
Q9BYD2	Q9BYD6	8oir	0.710	0
Q9BYD2	Q9H3J6	8oir	0.710	0
Q9BYD2	Q9UGC7	8oir	0.710	0
Q9D0I8	Q9D7S7	4v6w	0.710	1
Q9VGP4	Q9VUN3	2bku	0.710	0
Q9VGP4	Q9VZ23	2bku	0.710	0
P0A7Z4	P0A800	7w5x	0.710	0
P0A7Z4	P0A9E2	7w5x	0.710	0
P0A7Z4	P0ACH5	7w5x	0.710	0
P0A7Z4	P0ACI0	7w5x	0.710	0
P34932	Q96MM6	6cz1	0.710	0
P38647	Q99M31	5tky	0.710	1
P93043	Q9SJ40	5naf	0.710	0
Q8RWE8	Q9FLP9	4i5w	0.710	0
Q99J25	Q9CWT6	7oi6	0.710	0
P31785	P78552	1eba	0.710	0
P42338	P50150	8sod	0.710	0
Q9V411	Q9V7P1	8fl4	0.710	0
Q9V411	Q9V9M7	8fl4	0.710	0
Q9V411	Q9W3K4	8fl4	0.710	1
Q9VGS3	Q9VGT9	2acz	0.710	1
A9JTY4	Q9SPU7	7qxs	0.709	1
P06773	Q9URQ3	8e2r	0.709	0
P21917	P35462	8zmg	0.709	0
P25039	P25626	3ja1	0.709	0
P25626	P39677	3ja1	0.709	0
P40024	Q03195	7dd0	0.709	0
Q8L828	Q9SV21	5nzt	0.709	0
Q9C827	Q9SV21	5nzt	0.709	1
Q9CAA0	Q9SV21	5nzt	0.709	0
Q9LQ55	Q9SE83	2x2f	0.709	0
Q9VC93	Q9VK19	6d6r	0.709	0
Q9VC93	Q9VW53	6d6r	0.709	0
O65674	Q94AD8	6m93	0.709	0
P0C074	P49955	5lqw	0.709	0
P25337	P49955	5lqw	0.709	0
P36048	P49955	5lqw	0.709	0
P49955	Q07930	5lqw	0.709	0
P49955	Q12309	5lqw	0.709	0
P61313	Q9BVP2	8fl4	0.709	0
Q11128	Q9Y231	7yro	0.709	0
Q9BV38	Q9BVP2	8fl4	0.709	0
Q9BVP2	Q9NXF1	8fl4	0.709	0
P00850	Q24251	7ajf	0.709	0
P0CG63	P43558	5v5g	0.709	0
P0CH08	P43558	5v5g	0.709	0
P53131	Q04177	7a5p	0.709	0
P53970	Q05874	8fzb	0.709	0
P59233	Q8H1U5	5l9t	0.709	0
Q05874	Q12367	8fzb	0.709	0
Q24251	Q24439	7ajf	0.709	0
P08266	Q9W3E1	8rbx	0.709	0
P23696	Q9W3E1	8rbx	0.709	0
P29469	P50874	9bcx	0.709	0
P29469	P54790	9bcx	0.709	0
P36179	Q9W3E1	8rbx	0.709	0
P52067	P69367	6vbg	0.709	0
Q13686	Q6NS38	8jnk	0.709	0
Q13686	Q6P6C2	8jnk	0.709	0
Q13686	Q96Q83	8jnk	0.709	0
Q13686	Q9NXW9	8jnk	0.709	0
Q8LET2	Q9C6Z2	5cfi	0.709	0
Q9VC49	Q9W3E1	8rbx	0.709	1
Q9W3E1	Q9Y113	8rbx	0.709	0
A0A1P8BCU8	Q9LVM9	2vx8	0.709	1
F4I4A6	F4K3T5	8fl4	0.709	0
F4K3T5	P49227	8fl4	0.709	0
F4K3T5	Q8H1F6	8fl4	0.709	0
F4K3T5	Q9C6I8	8fl4	0.709	0
F4K3T5	Q9C923	8fl4	0.709	0
F4K3T5	Q9FLX9	8fl4	0.709	0
F4K3T5	Q9LIS0	8fl4	0.709	0
F4K3T5	Q9M3B4	8fl4	0.709	0
O23429	Q9LVM9	2vx8	0.709	0
O48850	Q9LVM9	2vx8	0.709	0
P47192	Q9LVM9	2vx8	0.709	0
P61313	Q8WTT2	8v87	0.709	0
P76499	P76501	2uy6	0.709	0
Q8BK75	Q9ER73	7v3x	0.709	1
Q8VY69	Q9LVM9	2vx8	0.709	0
Q94AU2	Q9LVM9	2vx8	0.709	0
Q9FMR5	Q9LVM9	2vx8	0.709	0
Q9LVM9	Q9M376	2vx8	0.709	0
Q9LVM9	Q9MAS5	2vx8	0.709	0
Q9LVM9	Q9ZRD6	2vx8	0.709	0
Q9LVM9	Q9ZTW3	2vx8	0.709	0
O15084	Q8NB46	5hry	0.709	0
O60488	Q9UKU0	1ult	0.709	0
O60488	Q9ULC5	1ult	0.709	0
P02406	P53893	7oyc	0.709	0
P02407	P53893	7oyc	0.709	0
P04456	P53893	7oyc	0.709	0
P05737	P53893	7oyc	0.709	0
P05738	P53893	7oyc	0.709	0
P05740	P53893	7oyc	0.709	0
P05743	P53893	7oyc	0.709	0
P05748	P53893	7oyc	0.709	0
P05749	P53893	7oyc	0.709	0
P05750	P53893	7oyc	0.709	0
P05756	P53893	7oyc	0.709	0
P07280	P53893	7oyc	0.709	0
P07281	P53893	7oyc	0.709	0
P0C0W9	P53893	7oyc	0.709	0
P0C0X0	P53893	7oyc	0.709	0
P0C2H8	P53893	7oyc	0.709	0
P0C2H9	P53893	7oyc	0.709	0
P0CX23	P53893	7oyc	0.709	0
P0CX29	P53893	7oyc	0.709	0
P0CX29	Q01163	7aor	0.709	0
P0CX31	P53893	7oyc	0.709	0
P0CX35	P53893	7oyc	0.709	0
P0CX37	P53893	7oyc	0.709	0
P0CX39	P53893	7oyc	0.709	0
P0CX41	P53893	7oyc	0.709	0
P0CX45	P53893	7oyc	0.709	0
P0CX49	P53893	7oyc	0.709	0
P0CX55	P53893	7oyc	0.709	0
P0CX84	P53893	7oyc	0.709	0
P10664	P53893	7oyc	0.709	0
P14126	P53893	7oyc	0.709	0
P14127	P53893	7oyc	0.709	0
P19211	P53893	7oyc	0.709	0
P23248	P53893	7oyc	0.709	0
P23301	P53893	7oyc	0.709	0
P25443	P53893	7oyc	0.709	0
P26321	P53893	7oyc	0.709	0
P26784	P53893	7oyc	0.709	0
P26785	P53893	7oyc	0.709	0
P32524	P53905	7oqe	0.709	0
P32611	P53893	7oyc	0.709	0
P32899	P53893	7oyc	0.709	0
P32905	P53893	7oyc	0.709	0
P33442	P53893	7oyc	0.709	0
P38011	P53893	7oyc	0.709	0
P38061	P53893	7oyc	0.709	0
P38701	P53893	7oyc	0.709	0
P40212	P53893	7oyc	0.709	0
P40525	P53893	7oyc	0.709	0
P41057	P53893	7oyc	0.709	0
P41058	P53893	7oyc	0.709	0
P46654	P53893	7oyc	0.709	0
P46990	P53893	7oyc	0.709	0
P47008	P53844	1olm	0.709	0
P49166	P53893	7oyc	0.709	0
P49167	P53893	7oyc	0.709	0
P49626	P53893	7oyc	0.709	0
P51401	P53893	7oyc	0.709	0
P51402	P53893	7oyc	0.709	0
P53221	P53893	7oyc	0.709	0
P53893	P54780	7oyc	0.709	0
P53893	P56628	7oyc	0.709	0
P53893	P87262	7oyc	0.709	0
P53893	Q01855	7oyc	0.709	0
P53893	Q02753	7oyc	0.709	0
P53893	Q08745	7oyc	0.709	0
P53893	Q12213	7oyc	0.709	0
P53893	Q12672	7oyc	0.709	0
P53893	Q12690	7oyc	0.709	0
P53893	Q3E754	7oyc	0.709	0
P53893	Q3E757	7oyc	0.709	0
P53893	Q3E7X9	7oyc	0.709	0
Q01163	Q08742	7aor	0.709	0
Q01163	Q12305	7aor	0.709	0
Q6ZQN7	Q8TCC7	6rw3	0.709	0
Q8NHP6	Q9P0L0	3dos	0.709	0
Q8NHP6	Q9UJG1	3dos	0.709	0
B3LFA4	Q9SVN5	6cml	0.709	0
P07703	Q12004	8umi	0.709	0
P46781	Q9Y2R9	7syj	0.709	0
P82673	Q16540	6z1p	0.709	0
O08739	P03958	2amx	0.709	0
O96881	P29052	7ega	0.709	0
P0A6A8	P0AFC3	7b93	0.709	0
P46777	Q96A33	6w6l	0.709	0
P56793	Q9LY66	4v7i	0.709	0
Q9CWT6	Q9DCA5	8fkw	0.709	1
Q9CWT6	Q9WV70	8fkw	0.709	1
Q9LRN8	Q9LY66	4v7i	0.709	0
Q9LY66	Q9SKX4	4v7i	0.709	0
Q9NX08	Q9P000	8p0w	0.709	0
Q9P000	Q9UBI1	8p0w	0.709	0
M9NE98	O61231	7qiz	0.709	1
P0CX43	P53742	6ylh	0.709	0
P0CX49	P53742	6ylh	0.709	0
P25582	P35178	8i9v	0.709	0
P25582	P40693	8i9v	0.709	0
P25582	Q07915	8i9v	0.709	0
P38803	P53742	6ylh	0.709	0
P38883	P53742	6ylh	0.709	0
P53742	P53877	6ylh	0.709	0
P54823	Q9CQQ8	8y6o	0.709	0
Q5U419	Q8C0T7	6e9o	0.709	1
Q9VM62	Q9VXE9	7w1m	0.709	0
Q9VXE9	Q9W0F4	7w1m	0.709	0
E9NA96	Q9VIA5	8blj	0.708	0
O04658	Q9ZVW2	8r0a	0.708	0
Q56X76	Q9ZVW2	8r0a	0.708	0
Q8R0X2	Q9WTX5	9jkb	0.708	1
Q9MAB3	Q9ZVW2	8r0a	0.708	0
Q9V411	Q9VTF8	9bss	0.708	0
Q9VIA5	Q9W365	8blj	0.708	0
Q9ZT71	Q9ZVW2	8r0a	0.708	0
O18404	Q9VR56	8cbk	0.708	0
P36521	P53732	8fmw	0.708	0
P36521	Q03201	8fmw	0.708	0
P36521	Q04599	8fmw	0.708	0
Q11201	Q8NDV1	6apj	0.708	0
Q16842	Q8NDV1	6apj	0.708	0
Q80W65	Q924X6	3m0c	0.708	0
Q80Y44	Q9DCA5	8fkw	0.708	1
Q80Y44	Q9WV70	8fkw	0.708	1
F4IRI1	Q9LF27	6rxt	0.708	1
P17704	Q9VCK0	6w2t	0.708	0
P17704	Q9VN25	6w2t	0.708	0
P17704	Q9W2D9	6w2t	0.708	0
P20060	Q3U4H6	2gjx	0.708	0
P29416	Q3U4H6	2gjx	0.708	0
P40309	Q04121	6z3z	0.708	0
P40422	Q00916	7b0y	0.708	0
Q8RWS4	Q9LF27	6rxt	0.708	0
Q91W63	Q9D7C9	6n55	0.708	0
Q9ASU7	Q9LF27	6rxt	0.708	0
Q9C578	Q9LF27	6rxt	0.708	1
Q9LF27	Q9LIM7	6rxt	0.708	1
Q9LF27	Q9LMI1	6rxt	0.708	0
O23239	Q9SHI7	8jwu	0.708	0
O82494	Q8W5S1	8bvw	0.708	1
P0AAJ8	P18775	3egw	0.708	0
P29052	Q9VFB5	6eu0	0.708	0
P40711	P68679	8fze	0.708	0
P42749	Q9SHI7	8jwu	0.708	0
Q14916	Q7RTY1	6e9o	0.708	0
Q9FWT2	Q9SHI7	8jwu	0.708	0
Q9VVN2	Q9VZD5	7pnv	0.708	0
Q9VVN2	Q9W253	7pnv	0.708	0
O43143	Q9BW85	7b9v	0.708	0
O60231	Q9BW85	7b9v	0.708	0
O60508	Q9BW85	7b9v	0.708	0
O75486	P61964	6t9k	0.708	0
O88708	Q9WUJ8	8s0d	0.708	0
P06972	P0AEL6	7lb8	0.708	0
P07821	P0AEL6	7lb8	0.708	0
P09152	P0ABL3	1ogy	0.708	0
P0ABL3	P33937	1ogy	0.708	0
P0AEL6	P15029	7lb8	0.708	0
P0AEL6	P15030	7lb8	0.708	0
P0AEL6	P23876	7lb8	0.708	0
P0AEL6	P23877	7lb8	0.708	0
P0AEL6	P23878	7lb8	0.708	0
P14778	Q14116	5vi4	0.708	0
P33681	Q9BQ51	7tps	0.708	0
P41223	Q9BW85	7b9v	0.708	0
P61750	Q9QXK3	9c59	0.708	0
P62304	Q9BW85	7b9v	0.708	0
P84078	Q9QXK3	9c59	0.708	0
Q14562	Q9BW85	7b9v	0.708	0
Q7L7V1	Q9BW85	7b9v	0.708	0
Q8IWA0	Q8TDN6	7mqa	0.708	0
Q9BW85	Q9H5Z1	7b9v	0.708	0
Q9FKT5	Q9LTJ6	7mqa	0.708	0
Q9QXK3	Q9QZE5	9c59	0.708	0
Q9WUJ8	Q9WUV0	8s0d	0.708	0
F4IDJ0	F4IH25	8v87	0.708	0
F4IH25	O49289	8v87	0.708	0
F4IH25	P49690	8v87	0.708	0
F4IH25	Q0WVH0	8v87	0.708	0
F4IH25	Q84JG5	8v87	0.708	0
F4IH25	Q84MA1	8v87	0.708	1
F4IH25	Q9LUG5	8v87	0.708	0
F4IH25	Q9LUJ5	8v87	0.708	0
F4IH25	Q9ZPV5	8v87	0.708	0
O55135	Q8BU88	8ine	0.708	0
P0CH31	P43255	6r7f	0.708	1
P0CH31	P45432	6r7f	0.708	1
P0CH31	Q8W207	6r7f	0.708	1
P0CH31	Q94JU3	6r7f	0.708	1
P25626	Q12322	3j7y	0.708	0
P33322	P45818	8fkx	0.708	0
P40693	P45818	8fkx	0.708	0
P45818	P53261	8fkx	0.708	0
P45818	Q07896	8fkx	0.708	0
P45818	Q07915	8fkx	0.708	0
P80313	Q78Y63	7ylx	0.708	0
Q680A6	Q9C907	3l12	0.708	1
Q680A6	Q9FLM1	3l12	0.708	1
Q680A6	Q9SD81	3l12	0.708	1
Q680A6	Q9SGA2	3l12	0.708	1
Q680A6	Q9SZ11	3l12	0.708	1
Q94AD8	Q9C9L0	6ttu	0.708	0
Q94AD8	Q9M2B0	6ttu	0.708	0
Q94AD8	Q9XIE8	6ttu	0.708	1
C0LLJ0	O35345	6s9o	0.708	0
P38557	Q9M350	7m2w	0.708	0
P39023	Q8WTT2	7r7a	0.708	0
P39087	Q8BNJ6	7f5b	0.708	0
P39087	Q8R4I7	7f5b	0.708	0
P43254	Q8W117	5mzh	0.708	0
P46482	P75831	5nik	0.708	0
P61927	Q8WTT2	7r7a	0.708	0
Q8VZB9	Q96327	6zme	0.708	0
Q8W117	Q94BQ3	5mzh	0.708	0
F4IH25	Q9C9C5	7r7a	0.708	0
F4IH25	Q9C9C6	7r7a	0.708	0
F4IH25	Q9FZ76	7r7a	0.708	0
O96881	Q9VEC1	8gxq	0.708	0
P21728	P32121	8wu1	0.708	0
Q7KVP9	Q9VEC1	8gxq	0.708	0
Q8MKW7	Q9VR56	8cbl	0.708	0
Q9NQT5	Q9Y3B2	5okz	0.708	0
Q9VEC1	Q9VNP8	8gxq	0.708	0
Q9VEC1	Q9W484	8gxq	0.708	0
O04658	Q7FGZ2	8y6o	0.708	0
P04359	Q9VI82	7ohr	0.708	1
P09180	Q9VI82	7ohr	0.708	1
P0AGH8	P10906	7cad	0.708	0
P0DH91	Q0WW26	9c59	0.708	0
P32799	P37299	6hu9	0.708	0
P36397	Q0WW26	9c59	0.708	0
P37299	Q01519	6hu9	0.708	0
P40940	Q0WW26	9c59	0.708	0
P98156	Q80W65	3m0c	0.708	0
Q0WW26	Q9LIK1	9c59	0.708	0
Q0WW26	Q9M1P5	9c59	0.708	0
Q0WW26	Q9SHU5	9c59	0.708	1
Q32M07	Q9D2H2	5ycf	0.708	0
Q7FGZ2	Q9MAB3	8y6o	0.708	0
Q920P5	Q9D2H2	5ycf	0.708	1
Q9D2H2	Q9R0Y5	5ycf	0.708	0
Q9VI82	Q9W5N2	7ohr	0.708	1
F4JYV3	Q9M9P4	2pso	0.708	0
P70187	Q5U419	7d5p	0.708	0
Q61762	Q9JJ69	7w6s	0.708	0
F4IA77	O22178	8ikw	0.707	0
P02413	P0A7L0	4v7i	0.707	0
P0A7L0	P0A7M2	4v7i	0.707	0
P0A7L0	P0ADY7	4v7i	0.707	0
P0A7L0	P60438	4v7i	0.707	0
P0A7L0	P60723	4v7i	0.707	0
P41227	Q86UY6	2r7h	0.707	0
P42285	Q9GZS3	7aju	0.707	0
P42285	Q9UNX4	7aju	0.707	0
P42285	Q9Y5J1	7aju	0.707	0
P54751	Q9QYJ1	6apj	0.707	0
P70277	Q9QYJ1	6apj	0.707	0
Q11204	Q9QYJ1	6apj	0.707	0
Q13618	Q9UKB1	6ttu	0.707	0
Q13618	Q9Y297	6ttu	0.707	0
Q86BA5	Q9VRU2	5azy	0.707	1
Q8SXY6	Q9VRU2	5azy	0.707	0
Q9I7K5	Q9VRU2	5azy	0.707	0
Q9QYJ1	Q9QZ39	6apj	0.707	0
F4I241	Q9M3B4	6e29	0.707	0
P32913	P34110	6h7w	0.707	0
P32913	Q08826	6h7w	0.707	0
P49201	Q9LVF2	6zqf	0.707	0
Q3TFD2	Q6NVG1	5kym	0.707	0
Q9VE18	Q9W0M7	8tl6	0.707	0
O60264	Q9Y265	9fbw	0.707	0
P38920	P40965	7aib	0.707	0
P46782	Q9UKD2	3j7p	0.707	0
P50883	Q9LTX7	8aaf	0.707	0
P60866	Q9UKD2	3j7p	0.707	0
P62277	Q9UKD2	3j7p	0.707	0
P94063	Q9LZM3	6tgv	0.707	1
Q16552	Q9NRM6	7uwm	0.707	0
Q8TAD2	Q9NRM6	7uwm	0.707	0
Q8VIC9	Q9EQ47	6b73	0.707	0
Q96PD4	Q9NRM6	7uwm	0.707	0
Q9FF52	Q9LTX7	8aaf	0.707	0
Q9LFH5	Q9LTX7	8aaf	0.707	0
Q9LZM3	Q9SWE5	6tgv	0.707	1
Q9NRM6	Q9P0M4	7uwm	0.707	0
O55029	Q9JIF7	5nzt	0.707	0
P27487	P42785	7svl	0.707	0
P32767	P38912	3zjy	0.707	0
P32767	Q99189	3zjy	0.707	0
P56755	P56774	8ugj	0.707	0
P56774	Q42599	8ugj	0.707	0
P56774	Q9FX83	8ugj	0.707	0
P60010	Q12156	8oh4	0.707	0
Q39190	Q8GYY7	9dtr	0.707	0
Q42384	Q8GYY7	9dtr	0.707	0
Q7TMX5	Q91WG3	3uai	0.707	1
Q8GYY7	Q8W117	9dtr	0.707	0
O14561	Q8N183	8ca5	0.707	0
O15239	Q8N183	8ca5	0.707	0
O43920	Q8N183	8ca5	0.707	0
O95168	Q8N183	8ca5	0.707	0
O95178	Q8N183	8ca5	0.707	0
O96000	Q8N183	8ca5	0.707	0
P36120	P40362	7znk	0.707	0
P36120	P48234	7znk	0.707	0
P36120	Q04225	7znk	0.707	0
P36120	Q12024	7znk	0.707	0
P56556	Q8N183	8ca5	0.707	0
Q7K0Y1	Q9VDD9	8ia0	0.707	0
Q7K0Y1	Q9VDT6	8ia0	0.707	0
Q7K0Y1	Q9VEP1	8ia0	0.707	0
Q7K0Y1	Q9VHU1	8ia0	0.707	1
Q7K0Y1	Q9VNE9	8ia0	0.707	0
Q8N183	Q9P0J0	8ca5	0.707	0
Q9V9R2	Q9XYU0	7plo	0.707	0
P04128	P75750	6e14	0.707	1
P30876	Q9Y5B9	9eh2	0.707	0
P32598	P36047	7sqc	0.707	0
P62826	Q14974	2bku	0.707	0
Q9H9Y6	Q9Y5B9	9eh2	0.707	0
Q9VAT6	Q9VAT8	5lpe	0.707	0
P20967	P32473	2y0p	0.707	0
P56794	Q9LV93	8buu	0.707	0
Q682V0	Q9LL84	3ii6	0.707	0
Q8GYH5	Q8LPS2	4g8l	0.707	0
Q9FLN4	Q9LV93	8buu	0.707	0
Q9M1Z5	Q9SL76	6b1u	0.707	0
O14464	P32388	5mrc	0.707	0
P06367	Q03195	6tmf	0.707	0
P0C0W1	Q03195	6tmf	0.707	0
P0CX29	Q03195	6tmf	0.707	0
P0CX31	Q03195	6tmf	0.707	0
P0CX35	Q03195	6tmf	0.707	0
P0CX47	Q03195	6tmf	0.707	0
P0CX51	Q03195	6tmf	0.707	0
P12687	P32388	5mrc	0.707	0
P14063	P32388	5mrc	0.707	0
P14306	P32388	5mrc	0.707	0
P23248	Q03195	6tmf	0.707	0
P23369	P32388	5mrc	0.707	0
P25348	P32388	5mrc	0.707	0
P25443	Q03195	6tmf	0.707	0
P25642	P32388	5mrc	0.707	0
P31334	P32388	5mrc	0.707	0
P32387	Q12322	7qh7	0.707	0
P32388	P36516	5mrc	0.707	0
P32388	P36517	5mrc	0.707	0
P32388	P36519	5mrc	0.707	0
P32388	P36520	5mrc	0.707	0
P32388	P36527	5mrc	0.707	0
P32388	P36533	5mrc	0.707	0
P32388	P47150	5mrc	0.707	0
P32388	P53292	5mrc	0.707	0
P32388	P53881	5mrc	0.707	0
P32388	Q04598	5mrc	0.707	0
P32388	Q06252	5mrc	0.707	0
P32388	Q06630	5mrc	0.707	0
P32388	Q06678	5mrc	0.707	0
P32905	Q03195	6tmf	0.707	0
P33442	Q03195	6tmf	0.707	0
P36516	Q12322	7qh7	0.707	0
P38701	Q03195	6tmf	0.707	0
P39516	Q03195	6tmf	0.707	0
P46654	Q03195	6tmf	0.707	0
Q03195	Q3E7Y3	6tmf	0.707	0
O01666	Q24251	6j5i	0.707	0
P35381	Q24251	6j5i	0.707	0
P53680	Q9NUS5	6uri	0.707	0
P56377	Q9NUS5	6uri	0.707	0
P59780	Q9NUS5	6uri	0.707	0
P61966	Q9NUS5	6uri	0.707	0
P63010	Q9NUS5	6uri	0.707	0
P84040	Q24368	9gd3	0.707	0
Q78IQ7	Q99K24	8czj	0.707	0
Q7K1Y4	Q95U54	6tc0	0.707	0
Q86BM8	Q9VHQ0	7qh7	0.707	0
Q8BFU1	Q99K24	8czj	0.707	0
Q8BWY7	Q99K24	8czj	0.707	0
Q92572	Q9NUS5	6uri	0.707	0
Q9FT45	Q9ZQ23	5y6p	0.707	1
Q9NUS5	Q9Y587	6uri	0.707	0
Q9VCX3	Q9VHQ0	7qh7	0.707	0
Q9VHQ0	Q9VNC1	7qh7	0.707	0
Q9VHQ0	Q9VXB5	7qh7	0.707	0
Q9VHQ0	Q9VY48	7qh7	0.707	0
Q9VHQ0	Q9W021	7qh7	0.707	0
F4JR84	Q9LM92	5zwn	0.707	1
F4JR84	Q9S7E6	5zwn	0.707	1
O22785	P92948	5yzg	0.707	0
P18124	Q9BV38	8eug	0.707	0
P26373	Q9BV38	8eug	0.707	0
P32969	Q9BV38	8eug	0.707	0
P35606	P53618	5nzt	0.707	0
P38776	P40474	6e9o	0.707	0
P41912	Q03289	8hf3	0.707	0
P42766	Q9BV38	8eug	0.707	0
P61353	Q9BV38	8eug	0.707	0
P61927	Q9BV38	8eug	0.707	0
P62899	Q9BV38	8eug	0.707	0
P62910	Q9BV38	8eug	0.707	0
P62913	Q9BV38	8eug	0.707	0
P62917	Q9BV38	8eug	0.707	0
P63173	Q9BV38	8eug	0.707	0
Q02543	Q9BV38	8eug	0.707	0
P07737	Q9NSV4	8rty	0.706	0
Q16763	Q9Y385	8uq8	0.706	0
Q8NHR9	Q9NSV4	8rty	0.706	0
Q9VE85	Q9W2E7	8j07	0.706	0
O00487	P28065	5ln3	0.706	0
O81787	Q9LIA6	5n9g	0.706	0
P01130	P30533	2fcw	0.706	0
P33128	P37016	4j3o	0.706	0
P40693	Q12080	3jct	0.706	0
P78552	Q14626	4y5x	0.706	0
Q14692	Q2NL82	5iw7	0.706	0
Q5IZC8	Q9C5J8	6fsu	0.706	0
Q9W237	Q9W4R1	6zqa	0.706	1
Q9W3K3	Q9W4R1	6zqa	0.706	1
O23708	Q9C774	6epf	0.706	0
O23712	Q9C774	6epf	0.706	0
O23715	Q9C774	6epf	0.706	0
P00447	P47141	1p7g	0.706	0
P34066	Q9C774	6epf	0.706	0
Q8BHJ9	Q8CEC6	9fmd	0.706	1
Q8L4A7	Q9C774	6epf	0.706	0
Q8LAD0	Q9M0A7	2ywb	0.706	0
Q94BM7	Q9LJN8	6zqd	0.706	0
Q96QK1	Q9Y5X3	6h7w	0.706	0
Q9UBQ0	Q9Y5X3	6h7w	0.706	0
Q9Y5X1	Q9Y5X3	6h7w	0.706	0
F4JTP6	Q9SAI7	8h6l	0.706	0
O75683	Q15050	8fks	0.706	0
P0CG49	Q9DBK7	3gzn	0.706	0
P18124	Q15050	8fks	0.706	0
P36578	Q15050	8fks	0.706	0
P76535	P77245	7en6	0.706	0
Q15050	Q8IY81	8fks	0.706	0
Q15050	Q9NQ55	8fks	0.706	0
Q9LVF2	Q9SF35	6zqf	0.706	0
Q9VAK5	Q9VQM2	6g2j	0.706	0
Q9VQM2	Q9VTB4	6g2j	0.706	0
Q9VQM2	Q9VXK7	6g2j	0.706	0
Q9VQM2	Q9W3X7	6g2j	0.706	0
Q9VQM2	Q9W402	6g2j	0.706	0
O65718	Q94AS9	8euc	0.706	0
P0AG44	P40711	6b4v	0.706	0
P0C018	P40711	6b4v	0.706	0
P92547	Q9SSS9	7ajf	0.706	0
P93298	Q9SSS9	7ajf	0.706	0
Q14137	Q9NUL7	8v87	0.706	0
Q6P1L8	Q9NUL7	8v87	0.706	0
Q8TDN6	Q9NUL7	8v87	0.706	0
Q96251	Q9SSS9	7ajf	0.706	0
Q96G21	Q9NUL7	8v87	0.706	0
Q99848	Q9NUL7	8v87	0.706	0
Q9H7B2	Q9NUL7	8v87	0.706	0
O65282	Q9C667	4v4o	0.706	0
O75717	P25205	7plo	0.706	0
O80504	Q9C667	4v4o	0.706	0
P05739	P36049	8ia0	0.706	0
P05740	P36049	8ia0	0.706	0
P0AGM7	Q46817	5i6c	0.706	0
P0AGM9	Q46817	5i6c	0.706	0
P25205	Q13617	7plo	0.706	0
P25808	P36049	8ia0	0.706	0
P33201	P36049	8ia0	0.706	0
P34893	Q9C667	4v4o	0.706	0
P36049	P36120	8ia0	0.706	0
P36049	P39744	8ia0	0.706	0
P36049	P46990	8ia0	0.706	0
P36049	Q02326	8ia0	0.706	0
P36049	Q04373	8ia0	0.706	0
P39730	Q04599	4v8y	0.706	0
P67444	Q46817	5i6c	0.706	0
P75892	Q46817	5i6c	0.706	0
Q46817	Q46821	5i6c	0.706	0
Q9C667	Q9M1C2	4v4o	0.706	0
A1Z9A8	Q9VVN2	7pnu	0.706	0
P08505	Q9EPQ1	4j4l	0.706	0
P0CW18	Q9BY79	7wr7	0.706	0
P51808	Q8TCX1	8pr0	0.706	0
P56380	Q9D142	3r03	0.706	0
